VARIABLES = X,Jm 
ZONE T="Time 50.000000", I=501, DATAPACKING=POINT
0.001000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.003000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.005000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.007000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.009000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.011000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.013000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.015000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.017000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.019000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.021000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.023000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.025000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.027000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.029000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.031000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.033000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.035000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.037000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.039000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.041000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.043000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.045000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.047000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.049000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.051000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.053000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.055000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.057000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.059000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.061000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.063000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
0.065000	-627743856220419200000000000000000000000000000000000000000000000000000000.000000
