VARIABLES = X,Jm 
ZONE T="Time 48.000000", I=501, DATAPACKING=POINT
0.500000	0.000000
1.500000	0.000000
2.500000	0.000000
3.500000	0.000000
4.500000	0.000000
5.500000	0.000000
6.500000	0.000000
7.500000	0.000000
8.500000	0.000000
9.500000	0.000000
10.500000	0.000000
11.500000	0.000000
12.500000	0.000000
13.500000	0.000000
14.500000	0.000000
15.500000	0.000000
16.500000	0.000000
17.500000	0.000000
18.500000	0.000000
19.500000	0.000000
20.500000	0.000000
21.500000	0.000000
22.500000	0.000000
23.500000	0.000000
24.500000	0.000000
25.500000	0.000000
26.500000	0.000000
27.500000	0.000000
28.500000	0.000000
29.500000	0.000000
30.500000	0.000000
31.500000	0.000000
32.500000	0.000000
33.500000	0.000000
34.500000	0.000000
35.500000	0.000000
36.500000	0.000000
37.500000	0.000000
38.500000	0.000000
39.500000	0.000000
40.500000	0.000000
41.500000	0.000000
42.500000	0.000000
43.500000	0.000000
44.500000	0.000000
45.500000	0.000000
46.500000	0.000000
47.500000	0.000000
48.500000	0.000000
49.500000	0.000000
50.500000	0.000000
51.500000	0.000000
52.500000	0.000000
53.500000	0.000000
54.500000	0.000000
55.500000	0.000000
56.500000	0.000000
57.500000	0.000000
58.500000	0.000000
59.500000	0.000000
60.500000	0.000000
61.500000	0.000000
62.500000	0.000000
63.500000	0.000000
64.500000	0.000000
65.500000	0.000000
66.500000	0.000000
67.500000	0.000000
68.500000	0.000000
69.500000	0.000000
70.500000	0.000000
71.500000	0.000000
72.500000	0.000000
73.500000	0.000000
74.500000	0.000000
75.500000	0.000000
76.500000	0.000000
77.500000	0.000000
78.500000	0.000000
79.500000	0.000000
80.500000	0.000000
81.500000	0.000000
82.500000	0.000000
83.500000	0.000000
84.500000	0.000000
85.500000	0.000000
86.500000	0.000000
87.500000	0.000000
88.500000	0.000000
89.500000	0.000000
90.500000	0.000000
91.500000	0.000000
92.500000	0.000000
93.500000	0.000000
94.500000	0.000000
95.500000	0.000000
96.500000	0.000000
97.500000	0.000000
98.500000	0.000000
99.500000	0.000000
100.500000	0.000000
101.500000	0.000000
102.500000	0.000000
103.500000	0.000000
104.500000	0.000000
105.500000	6.953402
106.500000	-68.966196
107.500000	-245.761544
108.500000	-326.156577
109.500000	-459.732680
110.500000	-556.300783
111.500000	-670.352120
112.500000	-781.489549
113.500000	-891.553472
114.500000	-1004.530789
115.500000	-1112.450346
116.500000	-1222.725951
117.500000	-1330.046989
118.500000	-1439.140882
119.500000	-1547.484082
120.500000	-1656.884875
121.500000	-1766.207649
122.500000	-1875.729605
123.500000	-1985.014743
124.500000	-2093.969844
125.500000	-2202.580705
126.500000	-2310.844726
127.500000	-2418.941734
128.500000	-2526.955746
129.500000	-2635.054786
130.500000	-2743.287443
131.500000	-2851.706077
132.500000	-2960.273387
133.500000	-3068.941169
134.500000	-3177.625701
135.500000	-3286.253557
136.500000	-3394.761152
137.500000	-3503.113790
138.500000	-3611.304530
139.500000	-3719.353999
140.500000	-3827.302888
141.500000	-3935.202657
142.500000	-4043.106054
143.500000	-4151.058072
144.500000	-4259.090132
145.500000	-4367.216499
146.500000	-4475.434360
147.500000	-4583.726031
148.500000	-4692.063400
149.500000	-4800.413109
150.500000	-4908.742018
151.500000	-5017.021893
152.500000	-5125.232939
153.500000	-5233.365742
154.500000	-5341.421622
155.500000	-5449.411497
156.500000	-5557.353621
157.500000	-5665.270596
158.500000	-5773.186128
159.500000	-5881.121967
160.500000	-5989.095376
161.500000	-6097.117384
162.500000	-6205.191929
163.500000	-6313.315916
164.500000	-6421.480063
165.500000	-6529.670376
166.500000	-6637.870022
167.500000	-6746.061359
168.500000	-6854.227897
169.500000	-6962.355990
170.500000	-7070.436110
171.500000	-7178.463603
172.500000	-7286.438912
173.500000	-7394.367268
174.500000	-7502.257931
175.500000	-7610.123100
176.500000	-7717.976605
177.500000	-7825.832535
178.500000	-7933.703941
179.500000	-8041.601720
180.500000	-8149.533774
181.500000	-8257.504505
182.500000	-8365.514662
183.500000	-8473.561515
184.500000	-8581.639339
185.500000	-8689.740111
186.500000	-8797.854369
187.500000	-8905.972123
188.500000	-9014.083765
189.500000	-9122.180862
190.500000	-9230.256830
191.500000	-9338.307381
192.500000	-9446.330797
193.500000	-9554.327925
194.500000	-9662.302044
195.500000	-9770.258459
196.500000	-9878.204059
197.500000	-9986.146664
198.500000	-10094.094468
199.500000	-10202.055315
200.500000	-10310.036277
201.500000	-10418.051938
202.500000	-10526.106563
203.500000	-10634.202665
204.500000	-10742.340610
205.500000	-10850.518809
206.500000	-10958.733775
207.500000	-11066.980515
208.500000	-11175.252928
209.500000	-11283.544347
210.500000	-11391.848087
211.500000	-11500.158013
212.500000	-11608.469051
213.500000	-11716.777612
214.500000	-11825.081900
215.500000	-11933.382082
216.500000	-12041.680295
217.500000	-12149.980518
218.500000	-12258.288291
219.500000	-12366.610329
220.500000	-12474.954049
221.500000	-12583.327055
222.500000	-12691.736615
223.500000	-12800.189172
224.500000	-12908.689932
225.500000	-13017.242550
226.500000	-13125.848935
227.500000	-13234.509202
228.500000	-13343.221752
229.500000	-13451.983481
230.500000	-13560.790102
231.500000	-13669.636543
232.500000	-13778.517395
233.500000	-13887.427371
234.500000	-13996.361734
235.500000	-14105.316668
236.500000	-14214.289554
237.500000	-14323.279132
238.500000	-14432.285540
239.500000	-14541.310229
240.500000	-14650.355752
241.500000	-14759.425469
242.500000	-14868.523169
243.500000	-14977.652674
244.500000	-15086.817430
245.500000	-15196.020145
246.500000	-15305.262497
247.500000	-15414.544940
248.500000	-15523.866629
249.500000	-15633.225460
250.500000	-15742.618237
251.500000	-15852.040941
252.500000	-15961.489072
253.500000	-16070.958054
254.500000	-16180.443646
255.500000	-16289.942332
256.500000	-16399.451661
257.500000	-16508.970503
258.500000	-16618.499197
259.500000	-16728.039589
260.500000	-16837.594943
261.500000	-16947.169752
262.500000	-17056.769446
263.500000	-17166.400036
264.500000	-17276.067720
265.500000	-17385.778483
266.500000	-17495.537720
267.500000	-17605.349919
268.500000	-17715.218428
269.500000	-17825.145316
270.500000	-17935.131341
271.500000	-18045.176034
272.500000	-18155.277869
273.500000	-18265.434517
274.500000	-18375.643158
275.500000	-18485.900812
276.500000	-18596.204671
277.500000	-18706.552386
278.500000	-18816.942306
279.500000	-18927.373623
280.500000	-19037.846426
281.500000	-19148.361661
282.500000	-19258.920991
283.500000	-19369.526584
284.500000	-19480.180843
285.500000	-19590.886105
286.500000	-19701.644345
287.500000	-19812.456906
288.500000	-19923.324292
289.500000	-20034.246037
290.500000	-20145.220664
291.500000	-20256.245747
292.500000	-20367.318062
293.500000	-20478.433815
294.500000	-20589.588932
295.500000	-20700.779372
296.500000	-20812.001456
297.500000	-20923.252148
298.500000	-21034.529299
299.500000	-21145.831804
300.500000	-21257.159677
301.500000	-21368.514025
302.500000	-21479.896939
303.500000	-21591.311297
304.500000	-21702.760521
305.500000	-21814.248283
306.500000	-21925.778225
307.500000	-22037.353676
308.500000	-22148.977431
309.500000	-22260.651582
310.500000	-22372.377434
311.500000	-22484.155493
312.500000	-22595.985540
313.500000	-22707.866770
314.500000	-22819.797978
315.500000	-22931.777783
316.500000	-23043.804849
317.500000	-23155.878100
318.500000	-23267.996885
319.500000	-23380.161102
320.500000	-23492.371249
321.500000	-23604.628409
322.500000	-23716.934174
323.500000	-23829.290510
324.500000	-23941.699583
325.500000	-24054.163569
326.500000	-24166.684459
327.500000	-24279.263887
328.500000	-24391.902994
329.500000	-24504.602351
330.500000	-24617.361930
331.500000	-24730.181146
332.500000	-24843.058952
333.500000	-24955.993982
334.500000	-25068.984717
335.500000	-25182.029675
336.500000	-25295.127581
337.500000	-25408.277521
338.500000	-25521.479049
339.500000	-25634.732241
340.500000	-25748.037693
341.500000	-25861.396462
342.500000	-25974.809958
343.500000	-26088.279795
344.500000	-26201.807625
345.500000	-26315.394964
346.500000	-26429.043042
347.500000	-26542.752679
348.500000	-26656.524208
349.500000	-26770.357453
350.500000	-26884.251761
351.500000	-26998.206088
352.500000	-27112.219123
353.500000	-27226.289440
354.500000	-27340.415663
355.500000	-27454.596620
356.500000	-27568.831476
357.500000	-27683.119819
358.500000	-27797.461716
359.500000	-27911.857692
360.500000	-28026.308688
361.500000	-28140.815952
362.500000	-28255.380915
363.500000	-28370.005052
364.500000	-28484.689737
365.500000	-28599.436125
366.500000	-28714.245061
367.500000	-28829.117028
368.500000	-28944.052148
369.500000	-29059.050221
370.500000	-29174.110801
371.500000	-29289.233304
372.500000	-29404.417128
373.500000	-29519.661766
374.500000	-29634.966912
375.500000	-29750.332530
376.500000	-29865.758892
377.500000	-29981.246573
378.500000	-30096.796409
379.500000	-30212.409417
380.500000	-30328.086698
381.500000	-30443.829327
382.500000	-30559.638247
383.500000	-30675.514185
384.500000	-30791.457585
385.500000	-30907.468595
